评论ID,评论内容
26193,实验很快乐，我爱上实验了，尤其是Linux系统。
26196,cool~
26199,电脑关机两次了
26211,好难，看不懂！！！
26217,效率
26226,心累，一直咳嗽，看来身体好才是硬道理
26229,这事python2.7的环境，希望可以推出3.x的环境，或者多加一些2.x和3.x的对比说明。
26238,还可以
26253,继续
26256,不知所云，实验思路不清晰
26262,Linux很好玩，需要进一步熟悉环境
26271,学得有点耗时
26274,"omoxilaoyi,很有趣！"
26280,很不错，找到了我想要的
26283,Good! Interesting!
26295,有用，线程有用
26298,过于简单，只是一个知识点的介绍，应该穿插一些小一点的项目在里面
26301,的v
26304,能介绍些技巧就好了
26307,慢慢来
26310,简单易行
26313,查找和替换不是看得太懂
26316,不错
26319,好棒
26325,很好
26328,第一次接触Linux环境有个问题是在终端中显示了文件保存后不能继续使用命令行了怎么办
26334,直观有趣，最后面的作业可以玩玩
26337,刚开始，熟悉一下环境
26343,好卡
26346,第一次来，感觉还不错。
26349,不错
26352,很不错的讲解，受教了
26355,不是很明白，估计没有python基础吧
26358,有需要在来看吧
26361,并不怎么懂   ，不希望直接照着代码敲
26364,感谢老师让我做了这么有意义的实验hhhhhh
26367,挺好的
26373,第一次，在这个环境下学习软件，很不错的体验，谢谢你们。
26376,玩掉了 呜呜~~
26379,挺好的
26382,网络环境非常差，基础服务无法下载
26400,挺不错的，感觉很适合学习Linux-_-
26403,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚
26406,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚
26409,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚
26412,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚
26415,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚
26418,还是有好多不会用，比如编辑完一个test文档，然后输入ESC退出，然后wq，w回车是什么地方输的呀，搞不太清楚
26421,照着代码抄了一遍，有些地方还是有点不懂
26424,桌面环境有点慢，命令环境还可以
26427,实验的环境不熟悉浪费了许多时间，应该好好熟悉环境。
26430,feel so good
26433,是一个文本处理范例，可以用于学习马尔科夫链随机文本生成。但程序效果一般，比较粗糙
26439,very good experience
26442,加油
26445,在spark的官网上学习过，不过在这里做做练习还是很有帮助的
26448,不错！
26451,好厉害，以后还想在这里学习
26454,太晚了，有时间下次试一试
26457,是个入门的好实验呢。
26463,haoahoa \\
26466,进不去啊
26493,基本了解。
26499,试验中建立了代码库，但是试验后不能push代码
26502,试验中建立了代码库，但是试验后不能push代码
26505,试验中建立了代码库，但是试验后不能push代码
26508,试验中建立了代码库，但是试验后不能push代码
26511,不错
26514,good
26517,git 需要init
26520,太好用了
26523,熟悉vim命令，操作还是很方便的
26526,小白的我慢慢来吧，
26532,非常好！
26535,Linux操作不熟悉，为什么一定用这个模式学习
26538,我之前有学过c，而这次是在linux的操作环境下执行c语言，是一种崭新的体验，但是实验楼的功能键操作的还不好，再接再厉
26541,不知道怎么操作
26547,挺好的
26550,这次的内容有点多，要再消化消化
26553,还是先在下面吧index、login、logout、register写好再做实验的好
26556,aa
26559,眼睛酸
26562,挺好
26577,有难度，还需努力
26583,认识sudo apt-get install 和update 命令
26586,我爱实验，觉得实验帮助我提高了编程能力，谢谢老师谢谢实验楼这个平台，觉得linux 系统操作起来比较方便简单有助于学习和编程。
26589,初识Linux系统，不错
26598,挺简单的
26607,不错
26610,完成第一节
26613,很有用
26616,好厉害呀，不过就是修改代码时有点不方便
26619,终于做完了，非常有领悟！！！！！！
26622,为什么我输入出来的和教学的不一样呢？
26625,网速不好
26628,方法三介绍看不懂，返回t并没有说明返回到哪里。
26631,比较轻松的一次实验，我爱实验楼，谢谢张华老师给我的这次实验机会。
26640,不错不错
26643,实验是越来越难，可以对应呀
26646,有收获
26649,mark
26652,banner 挺好玩的。
26661,学会了安装linux应用
26664,真赞
26670,停电了吗？什么都看不见。谁推我下水的，是让我学游泳还是水底捡海藻？
26673,"#coding=utf-8\ndef isLeapyear(year,month,day):\n\tif year%4 == 0:\n\t\tprint('this is a leap year')\n\telse:\n\t\tprint('this is a normal year')\t\nisLeapyear(2004,1,1)"
26679,还不错哦
26682,入入门
26688,好多不会的
26691,哇哦
26694,more practice more powerful
26700,环境有点卡，老是崩溃掉
26703,希望自己能坚持下去，1年后回头看自己
26706,下次测试
26709,更加了解linUx
26718,实验虽简单，但是有小收获了。
26721,又进一步！！！
26724,十分感谢，一个小时的学习很有收获 。
26727,"#coding utf-8\n\nf = open(""record.txt"",""r+"")\nfor line in f.readlines():\n\tf.write(line)"
26730,比较基础
26733,touch great_experience.txt
26739,实验楼的实验证实不错。
26742,henhao
26745,第三题就是做不出正确答案，真烦。
26748,enen
26751,一步步前进
26754,还可以，就是刚入门，好多还不懂。
26757,需要打得字太多了
26763,很好   感觉不错
26766,不错哦
26772,挺不错的在线学习系统，值得使用。
26775,棒
26778,第一次真正开始实验，使用gcc
26781,刚刚学习！
26784,"Mark, thank you."
26787,good
26790,实验有很多命令是不懂的，但是没关系，一点一点去查吧
26793,不错哦，希望多一点这些方面的
26796,简单易学，系统也很好用！！！
26799,新手，懵懵的！
26802,vimtutor
26805,good
26814,蛮好
26820,完成这个实验，不仅是做完了作业，更学到了计算方法以及linux系统的基础知识。
26823,"联系gedit,gcc使用"
26826,git clone
26829,6和1的识别总是出错
26835,前面还好，后面的实验没有做成功，有些话不理解，再试试！！
26841,初步了解了html是什么~~偶是小白~~
26844,最后那个实验很有趣~
26847,简明实用，第一次使用实验楼！
26850,终于搞懂用户名创建的文件的创建了！！
26853,这个是真的好！！！！
26856,系统给出的虚拟环境有很大的卡顿，不是非常好用，希望能解决这个bug
26859,好玩，就是移动窗口有点卡
26862,很好
26865,"public calss practide {\n  public static void main(String[] args){\n  System.out.println(""实验楼最棒！"");\n}\n}"
26868,每天坚持一点点啦
26874,加油
26880,well
26883,非常好
26886,很不错
26904,很好！
26907,教程和实验环境不同
26913,简洁易懂
26916,有收获，关于touch {}和man 1 那一段。
26919,很不错，自带编译器，省去好多麻烦
26922,写实验报告时，回车不能换行
26925,方便快捷的学习平台，超级喜欢
26928,方便快捷的学习平台，超级喜欢
26931,还是比较粗浅
26934,test
26940,很 好  基础容易上手
26946,很有意思
26949,很好，对于新手很适合
26952,实验非常实用，多动手才是学习语言的正确方法！
26958,666666666
26961,第一次完成了  Hello world的C语言编程，并且成功编译执行  得到输出结果  Hello World 很开心，而且很热爱开源项目，感谢那些为开源做出贡献的先驱！
26964,"有的时候操作了一遍,但是对原理的理解还是不是很好"
26967,确实太过基础，还有很多知识点没有涉及到。不过粗略的过一遍，能起到复习巩固的作用，不建议初学者用这个学习。
26970,还不错啊
26973,挺好~~
26976,bucuo
26979,不错
26982,非常棒的实验环境和学习方式，相见恨晚啊
26988,很早之前就听说mongodb   今天有幸在这里学习到，很好的平台 NoSQL   不仅仅是SQL ！！
26991,好
27000,嗯，这里学习真的挺好，问题也会及时的从邮箱里解答，不错
27003,=-=
27006,学好很多新知识
27015,easy
27018,很有趣的实验
27024,interesting
27027,加油
27030,没有准备充分，希望在做些理论学习再继续试验
27033,good
27036,linux的压缩和解压缩学习
27039,实验机很好用
27042,不错 就是有点卡 可能是电脑配置问题
27048,搞半天都不知道你家在干什么
27051,继续学习
27054,终于弄明白怎么玩了！
27057,为什么才算我7分钟。。。
27063,第一次使用，感觉挺不错的，不过实践的过程中发生了错误，可能是python的模块问题，赶脚网站的UI还有提升的空间吧
27066,第一次使用，感觉挺不错的，不过实践的过程中发生了错误，可能是python的模块问题，赶脚网站的UI还有提升的空间吧
27069,很棒哈，就是之前学的版本都没有用到，哈哈！！！
27075,我会再回来的
27078,没基础，看起来好难啊！
27081,没基础，看起来好难啊！
27087,有点蒙
27090,学习的开始，希望能继续下去。
27093,为什么解压不了？
27096,感觉不错
27099,感觉不错
27102,感觉不错
27105,我准备从头来将linux再学习一遍，我已经离不开命令行了
27108,well done.
27111,henhao de
27117,不错~
27123,挺好的，就是有时候环境老卡。可能是网络不好
27126,"学习了正则表达式的基本知识，及如何在 grep, sed，awk中使用正则，了解了非常强大的文本处理工具sed和awk"
27129,实验环境不能运行
27132,实验环境没有xlsx 包，自行安装也无法安装
27135,vim 学习主要靠练习。。。。不过这才干涉到，linux比Windows强大多了！！！！！
27156,第三个个好，比较准确
27159,该节内容已经学过，简单操作熟悉实验楼环境
27162,good
27165,在很多任务流程上bug非常多，并且不好查资料。\n浪费很多学生的时间，\n建议实验楼先自己过一次流程然后再放上去。\n学习的人越多，浪费再bug上的时间就越多。
27171,第一次用，不知道怎么高
27177,seems good
27186,测试评论1
27189,学会做计算器啦
27192,haibucuo
27195,太鸡巴好了
27201,不错
27204,非常好
27207,好
27210,虽然简单，但有些地方还没搞懂，明天跟同学讨论一下
27213,实验界面直接卡死。。。
27216,已完成
27219,Well played
27222,挺好玩，
27225,已完成
27228,very good
27231,学到了一些Ubuntu命令...
27237,very good
27240,有事中断 了，环境还不错，和Xshell差不多，教程很详细
27243,学习了简单的目录结构执行命令，然而有些还是记不全。还是得多操作
27246,每天一小时，收获不错~
27252,太卡  卡死之后  只能选择停止实验，重来  希望能提一下速，谢谢
27255,针对很不错，省得我还要自己搭建虚拟机实验环境
27258,不错，言简意赅
27261,不错
27267,很好很强大！！
27273,日志系统
27279,真的很有思路
27285,实验楼 挺好的
27288,很赞
27297,感觉好神奇，还没有去思考里面的原理。想着可以来做一个彩色的
27300,有点懵
27309,基础
27312,复习vim-1
27315,教程不详细；剪贴板好恶心，以前可以用快捷键的。
27318,已完成
27321,新手入门教程很适合。
27324,虽然我没有自己做，直接wget了程序和测试视频，看看效果挺好玩哒~~~
27327,good
27330,所以创建出来的Hello world到底在哪里。。。
27333,这里看到的和课堂上的学到的有部分区别。觉得有细节上的区别。
27336,复习vim-2
27339,电脑配置不够，没有摄像头
27342,赞！
27348,bangbangbang
27351,复习vim-3
27354,只是刚开始
27357,很好，对于初学者很实用
27360,"学习了好多之前么有使用过的命令,非常好~"
27363,很成功
27366,真的不错，学习了
27369,看来学习不是一日之功啊
27372,环境太卡，差评
27375,已完成
27378,学到了！
27384,bucuo
27387,入门ing~
27390,非常好
27393,可以的~~一开始想上手Django来着~发现没用过vim，赶紧过来学一下~还是蛮简单的。
27396,我想说，做超链接的时候网页打不开，403forbidden？？？？？
27399,刚开始，加油啊！
27402,次
27405,啊！好不简单！
27408,已完成
27411,复习vim-4
27414,太次
27417,感觉学以致用，这种方法很好，先了解了一下与计算机对话，让计算机执行命令的基本步骤，很喜欢
27432,学会了环境变量如何添加到 家目录的.zshrc里面，并用source 使其立即生效。\n并学会了which 该命令仅仅查找环境变量path里面的目录，可用于查找是否安装了某个软件
27435,学习java
27438,实现了第一个小实验！
27441,真在学习种
27444,good
27447,开启学习之路，第一步。
27450,革命道路长远，成功还需努力
27453,非常好！！
27456,第一节看着还可以，继续往下看，希望不要失望
27459,体验非常不错，实验楼果然名不虚传，我会继续支持的，考虑成为会员
27462,经过几次实际操作，对mysql的基本命令有了一定的了解和掌握。继续加油！
27465,复习linux-1
27468,一些简单的执行代码不懂
27471,教程简单明了，实操环境 易操作。
27474,待续
27480,很赞
27483,这个环境不错
27489,还不错硬菜有点少，继续，
27492,完成
27498,已完成
27510,bucuo!!!!!!!!!!!
27513,效学习时间 18 分钟，怎么计算的啊？
27516,好吧
27519,已完成
27522,感觉好神奇呀
27525,还是硬菜太少
27528,这个开发环境不错，延迟很小，支持一下
27531,赞
27534,fuck！
27537,网络这块扩展的太少，希望结合现实中的需求多扩展扩展，如：映射远程端口，ssh远程映射端口登陆容器
27540,东西不错，可以再讲深入点！
27543,不错，棒棒的
27546,教程太简单
27552,先熟悉一下，然后自己搭一个linux系统
27555,第一次接触，感觉不错，暂时没时间，下次再学
27558,git-1
27561,应该增加个暂停功能。。。
27564,sudo gem stall sass 不可用
27567,没有 实验的 IP，又不能乱攻击别人。 需要一点网络知识和scapy框架，socket编程基础就OK。
27570,很糟糕的学习时间计算方式，我认为应该将看文档的时间也算进去
27573,实验楼的体验不错，实验课程熟悉起来很快。
27576,实验楼的体验不错，实验课程熟悉起来很快。
27582,效率低
27588,很新颖的学习体验！
27591,git-2 第一部分
27594,感谢平台，能学到东西
27597,太慢了
27600,根本打不开啊，怎么联系客服呢
27603,很好写   但是系统是怎么运行的？比较好气这个
27606,模拟界面太卡了，根本用不了
27609,还没实验完。。。环境不好使不能联网，直接在Windows中做的
27612,本次实验学习时间 59 分钟，其中有效学习时间 9 分钟，历史累计 45 分钟。
27615,Nice
27618,让我继续笑下去
27624,关于用户及文件权限的细节还需要多查看man来熟悉。
27627,已完成
27642,很好，很强大，但是我安装Redis没有成功
27648,funny
27660,挺好的
27663,"讲的太简略了,还是需要先看看书"
27666,复习git-2
27669,good
27672,蛮不错的，可以练习
27675,还行
27678,很不错的网站。感谢提供那么好的实验学习环境
27681,nice
27684,还不知道怎么玩
27687,good
27699,能边学边练习，真的感觉太好了，能及时的巩固一下刚学的东西
27702,第一次接触，太赞了。
27705,终于可以熬到下班了，哈哈哈。。
27711,不错 ~
27714,感觉还不错
27720,从基本开始
27726,需要连网才可以试验哇哇哇
27729,还不错
27732,bucuo
27735,good
27738,感觉好多东西实验之后还得回去再看一遍，不然过后就忘掉了，记不住啊
27741,内容十分基础一看就懂，但是对我来说有这样实际操作经历的意义更大
27750,等会继续
27762,有点难，有点深
27765,编辑器半天调不好，在自己环境下运行了
27768,first time
27774,课程很好，只是希望进入oo部分能更早点儿。前面的部分有C基础简单带过就好吧。谢谢你。
27780,第一次体验感觉还不错
27783,是不是系统有问题啊，为什么保存两个c程序之后，其他保存的程序都无法运行，总显示找不到文件或目录？？？？？
27786,666
27789,git-3
27792,可以的讲的较细致
27795,复习git-3
27804,so good
27807,试试
27810,总得说还行，但是还需要多家联系
27813,不错，勾起了我对linux的兴趣
27822,很棒，就是最后出来的结果和教程中显示不太一样，还需要再调一调
27828,不错的体验！
27834,挺不错的，随时随地都可以学习！
27837,设计模式学起来有些吃力，不大理解为什么需要这个模式
27840,very good
27843,教程很给力。
27849,还不错的平台。
27852,不错!
27858,不错
27861,从零开始，坚持
27864,还是很不错的，比自己单独的看理论知识要好很多很多。
27867,反应有点慢
27870,已完成
27876,这个还可以！！！
27885,吃饭去了
27909,好爽啊，做实验
27912,注册功能很不友好，验证码输错了页面直接把信息清空了。。。全部要重新输入
27915,好爽，做实验真爽
27918,实验真好，啦啦啦啦
27921,我是新手还不晓得怎样使用，请问有没有使用的教程可以借鉴的
27924,课程不错，对于初学Python的童鞋，讲解的很透彻也很实用
27927,多练 多思考
27933,每一课都是一样的，没有加深记忆的问题吗？
27945,感觉很好
27951,docker与LVS配置实战还是很有用的 见识了docker的功能 另外arp_announce写错成了arp_annouce可以更正一下 谢谢
27957,很好 慢慢学习
27960,课程非常好，引导的好
27963,不知道怎么弄
27966,没有想到如此菜鸟的一个程序，都爆了，我离我的大神还有多远呀
27972,我会做只是没有提交而已
27975,很不错，让我有兴趣学习更多的东西
27978,"段誉\t2041\n萧峰\t1446 + 乔峰\t893 =  2339,\n所以最多的人是乔峰."
27984,刚开始学，好奇
27990,这个实验比较简单，想了解一下实验楼的运作方式
27993,这个的实验主要是看文档
27996,启动apache开始有点问题  没sudo
28002,我写的是啥啊
28008,收获颇丰
28014,还是没有看太懂呀。
28017,好！
28023,不错不错
28026,初来乍到，请多关照
28029,interesting
28032,finshed
28035,实验楼入门基础课-1
28038,第一次使用实验楼，真的很不错
28041,很有意思，又巩固复习了html和css
28044,ctrl+c 可以强制停止当前程序
28047,继续咯，千里之行始于足下
28050,不太懂的样子
28053,第一次接触linux，加油
28059,不错，不过不知道是用什么编程语言
28068,linux操作不太扎实，指令部分弄了好久的时间
28071,跟着实验一步步做出来了，如果命令行／代码说明可以更详细些就好了～
28074,怎么只能识别出1
28077,为自己加油！
28080,英语零基础，什么都看不懂，心情好累
28083,复习一下，，人老了记性不好。
28092,非会员不能联网。。。。。。。。。。。。。
28098,基本的了解了python
28101,66666
28104,nonoooo
28107,边学边做，真不错
28110,真是个有趣的东西
28113,nonononono
28116,挺好的学习平台，继续。。
28119,无
28122,不错不错 很适合初学者 点赞
28125,我牛逼！
28131,还有10讲
28134,操作有点多啊，慢慢记~
28137,试试怎样使用，还没有进入真正的学习。
28140,Hello ShiYanLou!
28143,改不出错误
28146,so easy
28149,根本没成功，哭叽叽
28152,试验中我了解了Linux 系统的独特之处，学到了Linux命令行的知识。
28155,不错，就是对git的使用还不太理解
28158,不对，没有在屏幕上显示HELLO SHIYANSHI
28161,加油咯，今天网有点糟糕，坚持坚持
28164,每天一小步，实现一大步
28167,哈哈哈，只想加油
28170,有点难啊，真的有意义吗？
28173,LOL
28176,复习linux-2
28179,非常有用
28185,不错，linux快忘完了，就当复习了
28188,哈哈加油咯
28191,有问题，实验无法进行
28194,great
28200,nice ....很棒的教程
28209,嗯，很简单
28215,不太熟悉Linux环境的操作.....
28218,好的
28221,操作流畅，简单易用，但本人对vim不熟悉。
28227,nice....
28236,好难。完全不会做。哭。。
28239,比想象中体验好很多 多谢提供这样的环境
28242,不错
28248,good
28251,神出鬼没
28263,很好
28266,反应太慢了，等好长时间！！！
28269,学习一些概念知识，还在努力中
28272,实验设计不错
28275,good
28278,没时间看啊，状态也不好
28281,赞
28284,好的
28287,可以啊，以前不知道现在可以好好学了
28290,不是会员好坑啊，上不了外网
28293,好的
28296,很有意思
28299,思路很清晰，也很全面
28302,基本了解了操作。。。。后续需要再深入学习一下
28305,复习linux-3
28308,it is very good
28311,加油咯，我还能说什么呢
28314,比现在学的C语言方便太多...
28350,还不错，挺方便
28353,很有意思
28356,感觉不错
28362,复习linux-3
28365,还没学习完。。。。
28368,没VIP就是扯
28371,这个教程非常好
28380,easy
28383,复习linux-3
28386,还是不会》》》》
28389,复习linux-3
28392,vimtutor很有用的
28410,加油！！！
28422,实验室的这个虚拟机 很棒
28431,谢谢
28437,感觉真是好极了
28443,还没学完~~
28446,这节貌似没有实验吧，希望实验楼的相关负责人员能把有实验和没有实验的小节给分开。
28449,haode
28452,挺好玩的
28458,虽然在本科学习阶段也有接触linux，但老师完全照本宣科，没有边实验边学来得有趣和印象深刻，果然这个还是很好的，哈哈
28461,初步学习了JavaScript基础（新版）
28464,haode
28467,jixujiayou
28470,复习linux-4
28473,好的
28476,不错不错 继续学习~
28482,vim 编辑器 的使用 还是 不熟练，恩，有点难。。
28491,不会~~
28503,没有
28506,vim 基本功能
28509,实验体验非常棒，就是实验报告不想写了
28512,俺的进度有点慢，，，，，，
28521,好的
28527,好的
28536,linux-5
28539,很好很友善的入门引导，不过我早就会了哈哈哈哈
28542,环境不是很好，主要是按退格键，老是会弹出去，这一点比较烦，其它的都还好
28548,不错 跟着做 进步很快
28557,第一次体验，感觉很棒。
28563,o
28569,终于第一次完整的过了一遍文件目录和基本操作
28575,还不错
28578,还不错
28581,还不错
28584,还学到了一个菜单 黑客帝国
28587,不错
28590,对vi的认识又更进一步，实验楼的教学模式和实验模式更是好的无话可说。希望工程师们工作顺利，身体健康。
28593,可以适当做一些分析
28596,用到一半掉线了
28599,很好  很强大
28602,原理的讲解部分还是适合有基础的人，但有一定基础的人这些实验都能做吧。我是直接下载了作者的源码看结果的
28605,docker实验环境，用户体验还是比较好的
28620,linux-6 打包压缩与解压文件
28623,还不错，对chan有所认识了
28626,讲的很细，可以作为python处理图像的教程来学习，用皮肤统计来识别情色算法有待提高
28629,好的
28632,好累啊
28644,这个平台非常不错，能有root权限就好了！
28647,复习linux-6 文件打包压缩与解压
28650,没有/etc/sysconfig/network-scripts/，是因为这个虚拟设备没有么，还是我操作不当，大神指点
28659,感觉实验楼还不错，以后常来学习
28662,感觉讲的很少，应该面向对有html基础的人吧。
28668,感谢试验楼给我打开了一个大门，虽然现在社会上有很多人抱怨，阶级是存在的，人是无法打破自身阶级的。但实际上，我真的见到了很多乐意分享知识，并且致力于打破知识壁垒的一些人，包括实验楼为我们提供的实验和学习的环境，尤其是里面的学习路径，真的让我感觉豁然开朗。感谢你们。也感谢上帝在为我关上一扇窗的时候，又让我看见了曙光。
28671,不合适
28674,PYTHON还不太懂
28677,环境不能用
28683,有些内容不是很详细
28686,还不错
28689,很好
28695,还不错，都是很基础的东西 很容易上手。
28698,好
28701,实践与理论的完美结合，在操作中学习，高效的学习方式。赞一个！
28704,很不错  以后会常来
28707,还挺简单的
28713,体验了一个小实验，很不错的说。
28716,实验楼做的真不错
28719,不错 初次不太习惯
28722,Linux之火，哈哈哈哈哈。
28725,好的
28728,...
28734,实验非常好，我采用makefile将自己的代码用模块化的方式组织起来，虽然写makefile的过程不是很顺利，但是很好的把功能折腾出来了。
28737,继续努力! 好的!
28740,简单的linux下mysql的一些配置，跟windows有些差别。
28743,继续努力了按照，路线，相信自己。
28746,感觉不太会，刚刚入门都还不算
28749,很好
28752,好的
28758,还是很不错了.
28764,暂时没时间，等我有空些。。嘿嘿嘿~~~
28767,通俗易懂啊喵~
28770,加油
28773,Heloo World 是一个有故事的单词？词组？人？whatever...
28785,课程循序渐进，利用例子反复练习，有利于强化记忆，非常好！！！
28788,一直想学习编程，终于找到很良心又好用的地方啦
28791,结合视频课程就更好
28794,插件更新很快，有些异常，要细心处理！
28797,开开心！第一个大程序~
28806,好网站，不错哟
28809,好的
28812,第一节课看看系统就好
28815,好的
28818,好的
28821,feel really good! This is my first time coding online!
28824,提供这样的学习平台不错，加油
28827,挺好玩
28830,very entry level tutorial
28833,child_process用于创建子进程。这一个网站 挺好的
28836,第一次听说实验楼，第一次来实验楼，第一次参加实验，感觉挺好，正在熟悉和摸索中，已经向朋友们推荐实验楼。谢谢，实验楼。
28839,这个课好棒
28842,边学边练
28845,"学习学习再学习,"
28848,好的
28851,好的
28854,好的
28857,有点不会操作
28860,很有收获！
28875,确实挺有用的，需要多加练习。
28881,我会再接再厉。
28884,刚开始，诸多疑惑，仍须努力。
28887,O(∩_∩)O谢谢
28890,加油
28896,bucuo
28902,感觉很难。。看的头晕了。。
28905,第一个程序Hello World！
28908,什么toilet和figlet的无法正常安装
28914,实验楼的模式很有趣，避免了初学者搭建环境的痛苦，可以直接进入学习环节，点个赞！
28917,66的
28926,这个网站很赞~~~
28932,very good
28935,我最近想了一个办法，在平板上看内容，在电脑上操作，不然操作界面太小，实验报告太窄，各种不舒服
28938,还是一头雾水，但是我敢按键盘了  ！呵呵！
28950,好累
28953,只支持在linux环境下啊
28956,非常详细。
28959,不知道为啥运行不了
28962,还行
28965,Good
28968,很好很详细
28971,deep dark fancy
28977,学到了很多
28980,有些难度
28983,不错的实验楼
28986,虚拟桌面环境，不错
28989,还可以，复习了一遍
29001,生硬无趣
29004,"实验楼,不错,是一个方便程序员学习的好网站,因为只是一个菜鸟,所以需要多加练习.实验楼加油"
29007,没有自己的环境好用
29010,很好懂了不少
29013,我觉得，挺好的。
29016,这个实验环境体验很不错，真实可靠
29019,很好
29022,不错，不用自己装linux系统了
29025,快速上手
29028,手册说要使用python3的scapy3k，无奈拿到个机子默认是python2.7的，小白表示不会切换版本。最后import的模块的时候显示出错。
29034,基本学习了什么是面向对象
29037,加油了啦
29049,简明的介绍。
29052,It's amazing!
29055,复习了下装饰器
29061,实验挺棒
29067,再接再厉
29073,我错了。。。重来！Fightng!
29076,在线实验有点卡
29079,好的
29082,不管怎样这次对了!
29085,好的
29088,很不错
29100,代码出错率太高
29103,嘿嘿，不错，如果再讲得细点就更好了
29118,努力中，优化编程方法和内容。
29121,有收获
29124,cmatrix
29127,真的很棒
29130,这个实验很棒，良心实验，讲解清晰，代码完整，跟着操作很可以，就是基础差的话，理解起来有点吃力，相关资源给的也很清晰。给99分，剩下一分以666的形式给你。 良心实验。
29136,好的
29139,一下午精神还算集中，实验中的例子覆盖的不错！
29142,好的
29145,linux-7  文件系统操作与磁盘管理
29157,好的
29166,好的
29172,net speed so low
29175,抽象 继承 感谢！
29178,linux-8 linux下的帮助命令
29181,这个学会了，重点是解包裹
29184,在网页敲代码很不流畅啊，体验不够好。这个教程还是比较容易理解的
29187,深入浅出 。挺好的
29190,很有意义
29193,简介的实验没有内容啊
29199,5min 实验
29205,体验还不错
29211,第一次用，感觉还是不错的。
29214,很好的实验环境
29220,不错
29223,linux-9 crontab任务计划
29226,好的
29229,好的
29235,好的
29238,比较难点，不懂过程，不太理解
29241,好的
29244,很好
29247,还不错，学到了蛮多：gob编解码、chan等
29250,很有意义，可以一边学习一边动手，就是不知道为什么我自认为按着步骤走了，但是结果却不尽如人意，还是需要努力啊！
29253,巴适得板。。
29256,hao
29259,很好
29265,哈哈 学了这个基本代码自己试着不看提示试验了好多遍 很有成就感！
29268,import scapy ，syntaxERROR错误 未解决
29271,有点迷
29277,好长时间没有搞linux，命令忘记的差不多了，以后得多多来了。。。。
29280,sdfg
29283,bucuo
29286,功能强大，很不错
29289,hao
29292,下载人脸库太慢
29295,linux10-命令执行顺序控制和管道
29298,python看似比较简洁的
29307,明天继续努力，未来在勤奋的汗水里
29310,没有编译通过
29313,个人感觉就是利用微信二维码登录网页版微信，然后调用各种接口进行回复。
29316,很具创新性，希望这种教学模式能带来双赢。
29319,为什么进了root权限还是不能修改文件的权限
29322,加油，linux
29325,赞
29328,为什么有效学习时间一直是 0 分钟
29334,难，感觉太抽象了
29337,惊呆了
29340,linux-11 简单文件处理
29343,很好，理论实战结合，比干看书效果好多了。
29346,年轻的时候就能找到自己喜欢并且干一辈子的事情是多么幸福多么令人羡慕啊。
29349,需要联网
29355,还不错哦!
29358,just enjoy the time you are thinking and put on your hand at the keyboard. kick it! you might change the all people's life around the world
29361,不错，讲解详细
29364,linux-12
29367,Never give up. Not to make promise when you are joy
29370,nothing to say
29388,gcc -o 生成执行文件 目标文件 ？？？
29391,有的地方不是很明白，就import scapy那里
29394,good job!
29397,很好，只是有些操作上的功能不太人性化
29403,加油
29406,基本上学东了
29409,再接再励
29415,不错！
29418,linux-13 正则表达式基础
29421,讲解详细
29427,厉害了我的实验楼，发现一片新天地！
29439,复习linux-13 正则表达式基础
29445,实验环境太卡了，服务启动了好久都是超时...
29448,henhao
29451,git...还不熟悉保存代码库
29463,不错不错，讲的清晰，实验环境很好，容易上手
29466,感觉还不错，比在实验室都方便
29469,很有成就感
29472,Nice test env
29475,不是会员的，不能连接外网，试验根本就无法做了。
29487,实验进行得比较的顺利.
29499,hahhahah
29505,好多年没有玩linux了，当年还看过那么多厚厚的书~~~~~ 照着实验做了一遍，捡起一丁点儿过去的回忆。很好，谢谢。
29508,虽然很基础，但是可以深究一下某些不熟悉的操作。
29514,基础入门教程非常好，轻理论重实践。适合新手的快速入门。越学越带感！
29517,挺好的 ！！！！！！！！1
29520,只在windows下用过tortoise git， 对git的一些基本命令不是很清楚。学习这个课程最大好处是从命令行角度了解了一下git的中心思想。
29523,第一次体验，心情跟我的标题是一样的，my firsr html
29526,85行，提示list index out of range，菜鸟不知如何解决
29529,这个网站真的特别好！！！
29532,Just wanna check if this website can help me to improve my skill..
29535,挺好用的
29538,good
29541,How can I paste screen dump for my report?
29544,加油
29559,ls chown chmod r*2^2+w*2^1+x*2^0
29562,受益匪浅
29565,很厉害，不错。
29568,真是非常好的平台，我也要加油。
29574,第二十九天就到100楼啦~
29580,很有趣
29583,还没搞完，就关闭了
29601,linux-13-2 正则表达式基础
29610,非常不错，值得继续学习
29613,eclipse开发工具为什么用不起来
29616,不错不错
29619,很棒
29622,给力哟~~~
29625,加油
29628,还是不会保存代码，我的脑子好像有点笨
29631,很适合入门理解以及训练
29634,很好很强大
